word,machine,human,label
inaudible,ba a ji,mara kara,negative
miseries,miseries,kunci,negative
promoter,mai talla,mai talla,positive
bid-rigging,ƙulla-magudi,ƙulla-magudi,negative
earnestness,himma,himma,positive
dedicated,sadaukarwa,sadaukarwa,positive
incompliant,mara amfani,mara amfani,negative
reconcile,sulhu,sulhu,positive
bonuses,kari,kari,positive
constraint,ƙuntatawa,ƙuntatawa,negative
recessionary,koma bayan tattalin arziki,koma bayan tattalin arziki,negative
impossibly,ba zai yiwu ba,ba zai yiwu ba,negative
matrimony,aure,aure,positive
bruised,ƙuje,rauni ko kujewa,negative
humid,m,dumin yanayi,negative
pissed,ji haushi,ji haushi,negative
authenticity,sahihanci,sahihanci,positive
surreal,sallama,sallama,positive
adorable,kyakkyawa,kyakkyawa,positive
honest,mai gaskiya,mai gaskiya,positive
alarmists,istsararrawa,masu fadakarwa,negative
dehumanizes,dehumanizes,cin mutunci,negative
savior,mai ceto,mai ceto,positive
knell,durƙusa,durƙusa,negative
allegations,zargi,zargi,negative
chide,chide,yin fada,negative
corroborate,tabbatar,tabbatar,positive
thumb-up,babban yatsa,gamsuwa,positive
combust,combust,cinyewar wuta,negative
clarity,tsabta,tsabta,positive
wayward,bata gari,bata gari,negative
soiled,datti,datti,negative
demon,aljan,aljan,negative
feasibly,mai yiwuwa,mai yiwuwa,positive
splendor,ƙawa,ƙawa,positive
respects,girmamawa,girmamawa,positive
hard,wuya,wuya,negative
ragged,ragged,wanda ya fatattake,negative
dark,duhu,duhu,negative
precinct,gundumar,gundumar,negative
carnivorous,mai cin nama,mai cin nama,negative
fundamentalism,tsattsauran ra'ayi,tsattsauran ra'ayi,negative
ambush,kwanto,kwanto,negative
immaturity,rashin balaga,rashin balaga,negative
mongering,monger,monger,negative
hurrah,yi sauri,yi sauri,positive
flout,ɓarna,ɓarna,negative
axe,gatari,gatari,negative
bewilder,rudani,rudani,negative
sonnet,sonnet,wakar yabo mai layi 14,positive
omnipotence,madaukaki,madaukaki,negative
provoked,tsokanata,tsokano,negative
lanky,lanky,siriri,negative
accessible,m,mai samuawa,positive
convention,babban taro,babban taro,positive
infected,sun kamu,kamammu,negative
busted,busted,tarwatsa,negative
recklessness,rashin kulawa,rashin kulawa,negative
paprika,paprika,garin yaji,positive
insensitively,rashin hankali,rashin hankali,negative
headaches,ciwon kai,ciwon kai,negative
contrived,ƙaddara,ƙaddara,negative
scalpel,fatar kai,fatar kai,negative
suspend,dakatar,dakatar,negative
jornada,jornada,tafiyar wuni,negative
exceled,ware,ware,positive
mourning,makoki,makoki,negative
drooping,faduwa,faduwa,negative
preventing,hanawa,hanawa,negative
restrictive,ƙuntatawa,ƙuntatawa,negative
snarling,kumbura,kumbura,negative
petroleum,man fetur,man fetur,negative
suspected,ake zargi,ake zargi,negative
errors,kurakurai,kurakurai,negative
combative,gwagwarmaya,gwagwarmaya,negative
crunch,crunch,tilasta yanke hukunci,negative
accountable,da lissafi,da lissafi,positive
concerns,damuwa,damuwa,negative
iniquitous,rashin adalci,rashin adalci,negative
questionable,abin tambaya,abin tambaya,negative
thump,buga,buga,negative
averse,ƙi,ƙi,negative
incomprehensible,rashin fahimta,rashin fahimta,negative
drudgery,gajiya,gajiya,negative
rightly,daidai,daidai,positive
impersonation,kwaikwayo,kwaikwayo,negative
misconceptions,rashin fahimta,rashin fahimta,negative
cheerfulness,fara'a,fara'a,positive
unbelief,rashin imani,rashin imani,negative
vote,jefa ƙuri'a,jefa ƙuri'a,positive
assfucking,danshi,cin dubura,negative
unethical,rashin da'a,rashin da'a,negative
unconvinced,ba a yarda da shi ba,ba a yarda da shi ba,negative
beautifullly,kawata,kawata,positive
foreseen,hangen nesa,hangen nesa,positive
spear,mashi,mashi,negative
determined,ƙaddara,ƙaddara,positive
didactic,wasan kwaikwayo,wasan kwaikwayo,positive
merry,murnar,murnar,positive
cleanest,mafi tsabta,mafi tsabta,positive
hooliganism,hooliganism,iskanci,negative
captive,fursuna,fursuna,negative
reciprocate,rama,rama,positive
sterling,Sterling,aiki na kwarai,positive
vexation,bacin rai,bacin rai,negative
impolite,rashin ladabi,rashin ladabi,negative
fried,soyayyen,soyayyen,negative
flake,flake,abu dan mitsitsi,negative
information,bayanai,bayanai,positive
lower,ƙananan,ƙananan,negative
fervor,himma,himma,positive
fuck,fuck,ci gindi,negative
erupt,fashe,fashe,negative
blindingly,a makance,a makance,negative
vibrating,jijjiga,jijjiga,negative
neglecting,sakaci,yin sakaci,negative
censure,la'anta,la'anta,negative
jaw-dropping,jaw-faduwa,mai ban mamaki,positive
planning,shiryawa,shiryawa,positive
amazingly,abin mamaki,abin mamaki,positive
anti-,anti-,kyama,negative
excluded,ban da,ware,negative
intimacy,kusanci,kusanci,positive
funky,funky,mai wari,positive
practice,yi,yi,positive
shit,shit,banza,negative
annoy,yi fushi,yi fushi,negative
partnership,haɗin gwiwa,haɗin gwiwa,positive
regal,mulki,mulki,positive
downturn,raguwa,raguwa,negative
not good,ba kyau,ba kyau,negative
costlier,mai tsada,mai tsada,negative
gawk,gawk,sakin baki ana kallo,negative
ballot,kuri'a,kuri'a,positive
luminous,luminous,mai haskakawa,positive
convinces,shawo,yana shawo kan,positive
liability,abin alhaki,abin alhaki,negative
soothing,kwantar da hankali,kwantar da hankali,positive
synonymous,ma'ana,ma'ana daya,negative
gawky,gawky,sakin baki ana kallo,negative
devastating,mai ɓarna,mai ɓarna,negative
fearlessly,rashin tsoro,rashin tsoro,positive
bothers,damuwa,yana  damuwa,negative
spewed,kwarara,kwarara,negative
falsely,na karya,na karya,negative
courageous,m,mai karfin hali,positive
infallible,ma'asumi,ma'asumi,positive
stainless,bakin karfe,mara aibu,positive
overreaction,wuce gona da iri,wuce gona da iri,negative
jitter,mai siyarwa,jin tsoro,negative
tyrant,azzalumi,azzalumi,negative
dumb,bebe,bebe,negative
chasten,azabtar,azabtar,negative
cheapen,yi arha,yi arha,negative
scratched,karce,karce,negative
preserve,tsare,tsare,positive
swampy,fadama,fadama,negative
commodious,kayayyaki,kayayyaki,positive
deserved,cancanci,cancanci,positive
pretence,riya,riya,negative
ambiguity,shubuha,shubuha,negative
gregarious,gaisuwa,gaisuwa,positive
lithe,lithe,siriri,positive
trivially,mara kyau,mara kyau,positive
unequaled,kwatankwacinsa,rashin daidaito,positive
scams,zamba,zambo,negative
prop,prop,na'ura mai tallafawa jiki,positive
collude,hada kai,hada kai,negative
hoax,yaudara,yaudara,negative
horde,horde,taron jama'a,negative
travail,naƙuda,naƙuda,negative
demonizes,aljannu,yana aljanantarwa,negative
forgetful,mai mantuwa,mai mantuwa,negative
wrench,baƙin ciki,baƙin ciki,negative
ominous,mai ban tsoro,mai ban tsoro,positive
burdensomely,da nauyi,da nauyi,negative
ripe,cikakke,nunanne,positive
fractious,raunin hankali,raunin hankali,negative
democracy,dimokuradiyya,dimokuradiyya,positive
trashy,shara,shiririta,negative
distastefully,disastefully,mai barnatarwa,negative
perishable,mai lalacewa,mai lalacewa,negative
overlook,kau da kai,kau da kai,negative
lmao,Lamao,lamao,positive
luckier,mafi sa'a,mafi sa'a,positive
barb,barb,kaifin karfen fatsa,negative
tax,haraji,haraji,negative
dilly-dally,dilly-dally,bata lokaci,negative
handsome,kyakkyawa,kyakkyawa,positive
encore,ƙulla,ƙulla,positive
uncredited,ba a tantance ba,ba a tantance ba,negative
cogent,cogent,na halitta,positive
hairloss,gashi mai gashi,gashi mai gashi,negative
prosecution,la'anta,la'anta,negative
patent,patent,hujja,positive
imitated,koyi,koyi,negative
bulkyness,yawanci,yawanci,negative
obscenity,alfasha,alfasha,negative
embrace,runguma,runguma,positive
motherhood,uwa,uwa,positive
unison,unison,gamayya,positive
best-selling,sayarwa mafi kyau,mafi sayuwa,positive
polemic,m,rubuta zafafan kalamai,negative
enchanting,sihiri,sihirce,positive
atonement,kaffara,kaffara,positive
congratulate,taya murna,taya murna,positive
impudently,rashin hankali,rashin hankali,negative
educated,mai ilimi,mai ilimi,positive
robing,fashi,yin fashi,negative
earn,sami,sami,positive
jewels,jauhari,jauhari,positive
overzealous,yawan kishi,yawan kishi,negative
entrust,amana,amana,positive
panacea,panacea,mafita,positive
terrorized,firgita,firgita,negative
favorable,m,mai alfarma,positive
praiseworthy,abin yabo,abin yabo,positive
oversell,kula,kula,negative
boundless,m,mara iyaka,positive
disillusionment,rashin tsammani,rashin tsammani,negative
penalty,hukunci,hukunci,negative
exagerates,mai tafiya,kururutawa  matuka,negative
scorchingly,da zafi sosai,da zafi sosai,negative
rewarding,lada,lada,positive
incompleteness,rashin cikawa,rashin cikawa,negative
colluding,hada baki,hada baki,negative
protecting,karewa,karewa,positive
cognitive,fahimi,na fahimta,positive
narrower,kunkuntar,mai takurewa,negative
increased,ya karu,ya karu,positive
career,sana'a,aiki,positive
losing,rasa,rasa,negative
inconsiderate,ba da la'akari ba,ba da la'akari ba,negative
insensible,mara hankali,mara hankali,negative
backwards,baya,baya,negative
assuring,tabbatar,tabbatar,positive
flatteringly,daita,fadanci,positive
devolution,juyawa,juyawa,negative
inadverently,cikin hanzari,cikin hanzari,negative
petrified,firgita,firgita,negative
rhythmical,rhythmical,amsa amo,positive
cultivate,noma,noma,positive
drab,drab,mai gundura,negative
thrillingly,cikin farin ciki,cikin farin ciki,positive
bizarre,mai ban mamaki,mai ban mamaki,negative
spam,wasikun banza,wasikun banza,negative
heckles,heckles,shegantaka,negative
convincingly,gamsarwa,gamsarwa,positive
wellbeing,zaman lafiya,zaman lafiya,positive
hardheaded,taurin kai,taurin kai,negative
suicide,kashe kansa,kashe kansa,negative
kite,irin,jirgin leda,negative
audibly,ji,ji,positive
itch,ƙaiƙayi,ƙaiƙayi,negative
steal,sata,sata,negative
soundness,lafiya,lafiya,positive
proverbial,karin magana,karin magana,positive
tiling,tiling,sharar gona don shuka,positive
selfish,son kai,son kai,negative
judder,mai hukunci,mai hukunci,negative
jarring,jarring,mai sa jijjiga,negative
shrink,ji ƙyama,ji ƙyama,negative
belligerent,mai faɗa,mai faɗa,negative
prosecute,la'anta,la'anta,negative
funny,mai ban dariya,mai ban dariya,positive
mesmerized,merarfafawa,jan hankali,positive
languish,laɓe,laɓe,negative
judicious,mai hankali,mai hankali,positive
amazes,mamaki,yana mamaki,positive
dire,dire,muhimmi,negative
fatique,fatique,gwale gwale,negative
smelled,wari,wari,negative
rip-off,zamba,zamba,negative
unfold,bayyana,bayyana,positive
applauds,tafi,yana tafawa,positive
outraged,fusata,fusata,negative
accuses,zargi,ya zargi,negative
bragger,takama,takama,negative
aunt,inna,goggo,positive
astutely,a hankali,a hankali,positive
hearten,zuciya,zuciya,positive
throne,kursiyin,karaga,positive
nightmarishly,cikin dare,tsohon dare,negative
garnet,garnet,karo,positive
positive,tabbatacce,tabbatacce,positive
fud,fud,fargaba,negative
powerfully,da iko,da iko,positive
thrift,arziki,arziki,positive
disconnection,katsewa,katsewa,negative
issue,fitowar,batu,negative
twists,karkatarwa,yana karkata,negative
pan,kwanon rufi,kwanon rufi,negative
demolisher,rushewa,rushewa,negative
eulogize,rairayi,rairayi,positive
speedily,da sauri,da sauri,positive
dandruff,dandruff,amosanin kai,negative
shirk,shirka,shirka,negative
greater,mafi girma,mafi girma,positive
purge,purge,barin wata dabi'a,negative
pedantic,mai tafiya,mai tafiya,negative
certainty,yaƙ .ni,yakini,positive
job,aiki,aiki,positive
unauthentic,ba na kwarai ba,ba na kwarai ba,negative
impetuously,impetuously,da sauri ba kula,negative
joker,joker,mai ban dariya,positive
grating,grating,nikawa,negative
acrid,acrid,mara dadi,negative
vacation,hutu,hutu,positive
racist,mai nuna wariyar launin fata,mai nuna wariyar launin fata,negative
innovates,bidi'a,yana kirkira,positive
defeated,ci,ci,positive
intimidation,tsoratarwa,tsoratarwa,negative
strange,bakon,bakon,negative
bore,haifa,haifa,negative
excitation,zumudi,zumudi,positive
trivialize,rafkanwa,rafkanwa,negative
cried,kuka,kuka,negative
lockup,kullewa,kullewa,negative
underpaid,ba a biya ba,biyan da bai cika ba,negative
blackness,baki,baki,negative
drunken,buguwa,buguwa,negative
hopes,fatan,yana fata,positive
disprove,karyata,karyata,negative
miscellaneous,daban-daban,daban-daban,negative
bulbous,bulbous,lukuti,negative
bug,bug,kwaro,negative
trusted,amintacce,amintacce,positive
denigrate,wulakanta,wulakanta,negative
victims,wadanda abin ya shafa,wadanda abin ya shafa,negative
beware,yi hattara,yi hattara,negative
affectionate,m,mai shauki,positive
annihilate,halaka,halaka,negative
illegal,ba bisa doka ba,ba bisa doka ba,negative
worry,damu,damu,negative
hampered,cikas,cikas,negative
nonexistent,babu,abun da babu shi,negative
agree,yarda,yarda,positive
flairs,flairs,ya iya,negative
easier,mai sauki,mafi sauki,positive
killer,mai kisa,mai kisa,negative
remunerate,biya,biya,positive
composed,hada,hada,positive
withered,ya bushe,ya bushe,negative
widespread,yaduwa,yaduwa,positive
drunkard,mashayi,mashayi,negative
wickedly,mugunta,mugunta,negative
bleeds,yayi jini,yana zub da jini,negative
commemorative,abin tunawa,abin tunawa,positive
scoffingly,cikin raha,cikin raha,negative
homology,homology,dacewar mu'amala,positive
famous,shahara,shahara,positive
disgusted,ƙyama,ƙyama,negative
poisonously,mai guba,mai guba,negative
hunger,yunwa,yunwa,negative
distinctive,rarrabe,rarrabe,positive
moderate,matsakaici,matsakaici,positive
lionhearted,mai zuciyar zuciya,mai karfin zuciya,positive
draconic,draconic,mai tsauri,negative
not working,baya aiki,baya aiki,negative
cheater,mayaudari,mayaudari,negative
abolish,warware,dakatar,negative
odious,m,mara dadi sosai,negative
amazing,ban mamaki,ban mamaki,positive
conceited,girman kai,girman kai,negative
shocked,gigice,gigice,negative
hostile,maƙiyi,maƙiyi,negative
hamper,takurawa,takurawa,negative
ironical,mai ban dariya,mai ban dariya,negative
destroyed,halaka,halaka,negative
falls,faduwa,faduwa,negative
charges,caji,yana caja,negative
foully,mummunan aiki,mummunan aiki,negative
lawl,lawl,kyakayta dariya,positive
hobby,abin sha'awa,abin sha'awa,positive
brainwashing,wankin kwakwalwa,wankin kwakwalwa,negative
powerful,mai iko,mai iko,positive
frets,frets,yana jin haushi,negative
sufferer,mai wahala,mai wahala,negative
discredited,wulakantattu,wulakantattu,negative
purposeful,ma'ana,ma'ana,positive
despicably,abin raini,abin raini,negative
treasonous,cin amana,cin amana,negative
draconian,draconian,mai tsauri,negative
imposers,masu zartarwa,masu zartarwa,negative
coarse,m,mai mugun zance,negative
favoritism,son zuciya,son zuciya,positive
reflux,reflux,ciwon ciki,negative
skillful,gwaninta,gwaninta,positive
barred,an hana,an hana,negative
admonished,wa'azi,wa'azi,negative
perpetrators,masu yi,masu yi,negative
naturalist,masanin halitta,masanin halitta,positive
unjust,azzalumai,azzalumai,negative
funeral,jana'iza,jana'iza,negative
defect,aibi,aibi,negative
avariciously,akiya,akiya,negative
elusive,m,mai wuyar samu,negative
slanders,batanci,batanci,negative
laden,ɗora Kwatancen,nauyi,negative
wieldy,mai karfi,mai karfi,positive
flicker,ƙyalli,ƙyalli,negative
winnings,cin nasara,cin nasara,positive
crass,karas,karas,negative
inevitable,makawa,mara makawa,negative
poorest,mafi talauci,mafi talauci,negative
gazette,gazette,takardun bayanai,positive
frantic,mai saurin tashin hankali,mai saurin tashin hankali,negative
burden,nauyi,nauyi,negative
asinininity,asinininanci,iskanci,negative
improperly,rashin dacewa,rashin dacewa,negative
smear,shafawa,shafawa,negative
behemoth,behemoth,babba,negative
respectfully,cikin girmamawa,cikin girmamawa,positive
hog,alade,alade,negative
drones,jirage marasa matuka,jirage marasa matuka,negative
emir,sarki,sarki,positive
rifts,tsagewa,tsagewa,negative
inclement,wahala,wahala,negative
drivel,drivel,shirme,negative
simplify,sauƙaƙa,sauƙaƙa,positive
humourous,m,mai ban dariya,positive
inequalities,rashin daidaito,rashin daidaito,negative
carefully,a hankali,a hankali,positive
orphan,maraya,maraya,negative
enigmatic,m,mai wuyar fahimta,negative
contention,hujja,hujja,negative
bloodshed,zub da jini,zub da jini,negative
repulse,tunkuɗe,tunkuɗe,negative
unholy,marasa tsarki,marasa tsarki,negative
sap,ruwan itace,ruwan itace,negative
lone,kadaici,kadaici,negative
commute,tafiya,tafiya,positive
halfhearted,mai rabin zuciya,mai zuciyar kare,negative
selective,mai zaɓe,zababbe,positive
illnesses,cututtuka,cututtuka,negative
inefficacious,mara aiki,mara aiki,negative
gimmicked,cikawa,koma baya,negative
pretensions,tsayuwa,tsayuwa,negative
unsupported,ba da tallafi,rashin tallafi,negative
inglorious,cin mutunci,cin mutunci,negative
sensations,majiyai,majiyai,positive
mock,ba'a,ba'a,negative
prevail,rinjaye,rinjaye,positive
repulsively,da karfi,da karfi,negative
baffling,m,yin mamaki,negative
unappealing,rashin bayyana,rashin bayyana,negative
epilepsy,farfadiya,farfadiya,negative
farcical-yet-provocative,farcical-yet-tsokana,farcical-yet-tsokana,negative
scratchy,karce,karce,negative
imprison,ɗaure,ɗaure,negative
stimulating,kara kuzari,kara kuzari,positive
evade,guje wa,gujewa,negative
jaunty,jaunty,mai iya mu'amala,positive
inexperienced,rashin kwarewa,rashin kwarewa,negative
escalate,haɓaka,haɓaka,negative
solved,warware,warware,positive
flat-out,flat-out,da sauri-sauri,negative
knack,gwaninta,gwaninta,positive
accomplishes,kammala,kammala,positive
panics,tsoro,yana tsorata,negative
backache,ciwon baya,ciwon baya,negative
positives,tabbatacce,tabbatacce,positive
palatable,mai daɗi,mai daɗi,positive
